0;1;2?ParameterNavn;3Energi (kJ);4Energi (kcal);5Protein;6Protein fra Aminosyrer;7Protein, 8deklaration;9Kulhydrat difference;10Tilg�ngelig kulhydrat;11Tilg�ngelig kulhydrat, deklaration;12Kostfibre;13Fedt;14Alkohol;15Salt deklaration;16Aske;17T�rstof;18Vand;19A-vitamin;20Retinol;21beta-Caroten;22D-vitamin;23D3-vitamin;24D2-vitamin;25 25-hydroxy D3-vitamin;26 25-hydroxy D2-vitamin;27E-vitamin;28alfa-Tokoferol;29beta-Tokoferol;30gamma-Tokoferol;31delta-Tokoferol;32alfa-Tokotrienol;33K1-vitamin;34Thiamin (B1-vitamin);35Thiamin;36 2-(1-hydroxyethyl)thiamin;37Riboflavin (B2-vitamin);38Niacin�kvivalent;39Niacin;40B6-vitamin;41Pantothensyre;42Biotin;43Folat;44Frit folat;45B12-vitamin;46C-vitamin;47Ascorbinsyre;48Dehydroascorbinsyre;49Natrium;50Kalium;51Calcium;52Magnesium;Rubidium;Jern;Kobber;Zink;Mangan;Krom;Molybd�n;Cobolt;Selenium;Aluminium;Silicium;Bor;Fosfor;Fluor;Chlorid;Brom;Jod;Svovl;Nikkel;Kviks�lv;Arsen;Cadmium;Bly;Tin;Fruktose;Galaktose;Glukose;Sum monosakkarider;Laktose;Maltose;Sakkarose;Sum disakkarider;Maltotriose;Raffinose;Sum sukkerarter;Tilsat Sukker;Frie sukkerarter;Sorbitol;Mannitol;Inositol;Maltitol;Sum sukkeralkoholer;Stivelse;Cellulose;Lignin;Uopl�selige kostfibre;H�j molekylev�gt opl�selige kostfibre;Lav molekylev�gt opl�selige kostfibre;Crude fibre;Neutral detergent fibre;L-m�lkesyre;D-m�lkesyre;M�lkesyre;Citronsyre;Oxalsyre;�blesyre;Eddikesyre;Propionsyre;Benzosyre;Sum organiske syrer;C4:0;C6:0;C8:0;C10:0;C12:0;C13:0;C14:0;C15:0;C16:0;C17:0;C18:0;C20:0;C21:0;C22:0;C23:0;C24:0;C12:1,n-1;C14:1,n-5;C15:1,n-5;C16:1,n-7;C17:1,n-7;C18:1,n-7;C18:1,n-9;C18:1,n-12;C20:1,n-9;C20:1,n-11;C20:1,n-15;C22:1,n-9;C22:1,n-11;C24:1,n-9;C14:1,n-5,trans;C16:1,n-7,trans;C18:1,trans;C20:1,trans;C22:1,trans;C18:2,n-6;C18:2,konjugeret;C18:3,n-3;C18:3,n-6;C18:4,n-3;C20:2,n-6;C20:3,n-3;C20:3,n-6;C20:4,n-3;C20:4,n-6;C20:5,n-3;C22:2,n-6;C22:3,n-3;C22:4,n-6;C22:5,n-3;C22:5,n-6;C22:6,n-3;C18:2,trans;Andre fedtsyrer;Sum m�ttede fedtsyrer;Sum enkeltum�ttede fedtsyrer;Sum flerum�ttede fedtsyrer;Sum transfedtsyrer;Sum fedtsyrer under detektionsgr�nsen;Sum fedtsyrer;Sum n-3 fedtsyrer;Sum n-6 fedtsyrer;Kolesterol;Nitrogen;Isoleucin;Leucin;Lysin;Methionin;Cystin;Phenylalanin;Tyrosin;Threonin;Tryptofan;Valin;Arginin;Histidin;Alanin;Asparaginsyre;Glutaminsyre;Glycin;Prolin;Serin;Hydroxyprolin;Ornitin;Histamin;Serotonin;Tyramin;Phenylethylamin;Putrescin;Cadaverin;Spermin;Spermidin;Sum biogene aminer;Svind;Nitrogen-til-protein faktor;Fedtsyrekonverteringsfaktor;Massefylde
Tomat, dansk, r�;Tomato, Danish, ripe, raw;451;82;20;0,7;0,5;0,7;4,5;2,6;3,2;1,9;0,3;0,0;0,01625;0,5;6;94;82,7;0,0;992;0,00;0,00;;;;1,10;1,10;;;;;7,9;0,043;;;0,02;0,85;0,73;0,09;0,04;2,3;31,0;;0,00;15,0;15,0;;6,5;216,0;7,4;6,5;;0,24;0,043;0,09;0,09;0,40;;;0,30;;;;27;;;;0,0;;0,7;0,80;0,04;0,25;0,30;;1,72;;1,46;3,18;0,00;0,00;0,00;0,00;;;3,18;0,00;0,00;;;;;;0,00;0,70;0,30;;;;;;;;;;;;;;0,03;;;;;;;;;;0,05;;0,01;;;;;;;;;0,00;;;0,03;;;;;;;;;;;;;0,14;;0,01;;;;;;;0,00;;;;;;;;;;0,06;0,04;0,15;;;0,24;0,01;0,14;0,0;0,11;32;28;32;8;6;19;26;19;7;20;26;11;18;80;190;20;22;25;;;0,18;0,32;0,40;;;;;;;0,0;6,25;0,80;
Mandarin, konserves;Tangerine, canned;452;261;62;0,5;0,3;0,5;14,5;13,9;14,0;0,6;0,3;0,0;0,015;0,2;15,5;84,5;4,2;0,0;50;0,00;0,00;;;;0,00;0,00;;;;;;0,053;;;0,04;0,47;0,40;0,04;0,13;0,8;5,0;5,0;0,00;19,8;19,8;;6,0;78,0;19,8;8,0;;0,40;0,044;0,24;0,03;0,00;0,0;;0,05;;;;17;;;;0,5;;2,3;;;;;;5,10;;5,70;10,80;0,00;;3,20;3,20;;;14,00;6,21;6,21;;;;;;0,00;;;;;;0,13;;;;;;;;;;;;;;;;;;;;0,05;;;;;;;;;;;0,01;;;0,08;;;;;;;;;;;;;0,07;;0,02;;;;;;;;;;;;;;;;;0,05;0,09;0,10;;;0,24;0,02;0,07;0,0;0,07;12;11;23;10;5;15;8;7;4;19;31;8;24;55;46;46;23;15;;;;;;;;;;;;44,0;6,25;0,80;
R�dsp�tte, filet, paneret, dybfrost;Plaice, fillet, breaded, dybfrost;454;577;136;11,9;;11,9;20,2;19,2;19,2;1,0;1,1;0,0;0,55;1,15;34,3;65,7;0,0;0,0;0;0,00;0,00;;;;;;;;;;0,0;0,180;;;0,06;0,80;0,80;;;;;;;0,0;0,0;;220,0;221,0;27,0;22,4;;0,54;0,050;0,56;0,29;;;;20,00;;;;132;;346;;14,0;;;1,80;;;;;0,00;;0,40;0,40;0,00;0,90;0,00;0,90;;0,00;1,30;1,30;1,30;;;;;;;;;;;;;;;;;;;;;;;;;;0,00;0,00;0,00;;0,00;;0,22;;0,00;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;0,11;;;0,00;;0,00;0,00;0,00;;;;;;0,33;;0,00;;0,00;0,00;0,00;;;;0,11;;;;0,00;;0,11;;0,00;0,22;0,11;0,55;;;0,88;0,22;0,33;71,5;1,90;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0;6,25;0,80;
Frugtsaft, blandet, s�det, koncentreret;Fruit juice, mixed, sweetened, concentrated;456;741;174;0,2;;0,2;43,4;43,4;43,4;0,0;0,0;0,0;0,0075;0,2;43,8;56,2;0,0;0,0;;0,00;0,00;;;;0,18;0,18;;;;;;0,006;;;0,02;0,20;0,20;0,02;;;3,0;;0,00;6,0;6,0;;3,0;132,0;9,0;10,0;;0,35;;0,05;;0,60;;;0,15;;;;11;;;;1,3;;10,0;0,00;0,84;0,19;0,98;;;;;;;;;;;;40,00;40,00;40,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,00;0,00;0,00;;;;0,00;0,00;0,0;0,03;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0;6,25;0,80;1,10
Abrikos, t�rret;Apricot, dried;458;1043;248;3,5;2,6;3,5;64,4;55,1;56,2;9,3;1,7;0,0;0,0525;2,8;72,38333333;27,61666667;199,2;0,0;2390;0,00;0,00;;;;4,00;4,00;;;;;;0,000;;;0,06;3,09;2,80;0,17;0,70;1,0;14,0;10,0;0,00;1,0;1,0;;21,0;1026,0;67,5;41,0;;6,00;0,270;0,20;0,24;80,00;;;2,20;;;;66;;;;3,4;;120,0;0,20;0,50;1,20;2,60;;15,63;;20,25;35,88;;;7,40;7,40;;;43,28;0,00;0,00;12,88;;;;12,88;0,00;;;;;;2,95;;;;;;;;;;2,50;;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,12;0,00;0,02;0,00;;0,00;;0,00;;0,00;;0,00;;;0,84;;;0,00;;0,00;;;;;;;;0,38;;0,00;;0,00;;;;;0,00;0,00;;;;0,00;;0,00;;;0,13;0,84;0,38;;;1,36;0,00;0,38;0,0;0,56;96;164;141;23;2;96;44;79;18;141;73;54;124;700;147;85;938;113;;;;0,06;0,00;;;;;;0,06;0,0;6,25;0,80;
Sauce, barbeque;Sauce, barbeque;459;623;147;0,0;;0,0;36,3;35,8;35,8;0,5;0,3;0,0;2,7975;3,11;39,66;60,34;11,6;0,0;139;0,00;;;;;;;;;;;;0,010;;;0,03;0,49;0,49;0,04;0,04;;2,0;;0,00;0,7;0,7;;1119,0;208,0;12,0;12,0;;0,21;0,079;0,13;0,23;;;;1,00;;;;17;;;;1,3;;;;;;;;;;;;;;;;;;33,24;30,60;30,60;;;;;;;;;;;;0,60;;;;;;;;;;;;;;;;;;0,00;;0,03;;0,01;;;;;;;;;0,00;;;0,12;;;;;;;;;;;;;0,10;;0,01;;;;;;;;;;;;;;;;;0,04;0,12;0,11;;;0,28;0,01;0,10;0,0;0,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0;6,25;0,96;
M�sli med tilsat sukker.;Breakfast cereal, M�sli with added sugar;460;1558;370;12,0;10,8;12,9;70,6;61,8;60,9;8,8;6,3;0,0;0,335;2,1;91;9;;;;;;;;;;;;;;;;0,590;;;0,38;2,78;;;;;;;;;;;134,0;509,0;111,0;101,0;;3,50;;2,32;;;;;;;;;379;;249;;0,9;;;;;;;;3,48;;4,04;7,52;0,00;0,04;3,76;3,80;;0,00;11,32;3,76;3,76;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4,22;;;;2,06;515;926;535;206;350;679;391;432;167;761;823;288;638;1070;2717;700;679;700;;;;;;;;;;;;0,0;5,83;0,67;
M�sli uden tilsat sukker.;Breakfast cereal, M�sli, no sugar added;461;1558;370;12,0;10,8;12,9;70,6;61,8;60,9;8,8;6,3;0,0;0,335;2,1;91;9;;;;;;;;;;;;;;;;0,590;;;0,38;2,78;;;;;;;;;;;134,0;509,0;111,0;101,0;;3,50;;2,32;;;;;;;;;379;;249;;0,9;;;;;;;;3,48;;4,04;7,52;0,00;0,04;3,76;3,80;;0,00;11,32;0,00;0,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4,22;;;;2,06;515;926;535;206;350;679;391;432;167;761;823;288;638;1070;2717;700;679;700;;;;;;;;;;;;0,0;5,83;0,67;
Bondebr�d, industrifremstillet;Rye bread, fine with wheat flour, industrially produced;462;950;225;6,5;;6,9;49,3;44,4;41,6;4,9;1,3;0,0;1,2905;1,8075;58,825;41,175;0,0;0,0;0;0,00;0,00;;;;0,20;0,20;;;;;;0,161;;;0,06;1,27;0,92;0,12;0,22;2,9;24,5;;0,00;0,0;0,0;;516,2;165,0;18,6;26,0;;1,01;0,121;0,93;0,73;4,49;;;1,98;;;;100;;177;;22,0;;3,1;;;1,16;;;;;;;;;;;;;2,00;0,00;0,00;;;;;;39,58;;;;;;;;;;;;;;;;;;;;0,00;0,00;0,00;;0,00;;0,19;;0,02;0,00;;0,00;;;;;;0,01;;0,02;0,29;;;0,01;;;;;;;0,00;;;0,50;;0,09;;;;;;;;;;;;;;;;;0,21;0,32;0,59;0,00;;1,12;0,09;0,50;0,0;1,11;;;;;;;;;76;;;;;;;;;;;;;;;;;;;;;0,0;5,83;0,90;
Lime, r�;Lime, raw;464;155;37;0,7;;0,7;10,5;7,7;3,2;2,8;0,2;0,0;0,005;0,3;11,74;88,26;0,5;0,0;6;0,00;0,00;;;;0,24;;;;;;;0,030;;;0,02;0,25;0,20;0,04;0,22;;8,0;;0,00;29,1;29,1;;2,0;102,0;33,0;6,0;;0,60;0,065;0,11;0,01;;;;0,20;;;;18;;;;0,0;;;;;;;;;;;;;;;;;;;0,00;0,00;;;;;;;;;;;;0,50;;;;;4,58;;;;;;4,58;0,00;0,00;0,00;0,00;0,00;;0,00;;0,02;;0,00;;;;;;;;;0,00;;;0,02;;;0,00;;0,00;;;;;;;;0,04;;0,02;;0,00;;;;;0,00;0,00;;;;0,00;;0,00;;;0,02;0,02;0,06;;;0,11;0,02;0,04;0,0;0,11;;;13;2;;;;;3;;;;;;;;;;;;;;;;;;;;;16,0;6,25;0,53;
Paradis�ble, r�t;Crab apple, raw;465;351;83;0,4;0,3;0,4;19,9;19,3;19,3;0,6;0,3;0,0;0,0025;0,42;21,06;78,94;2,0;0,0;24;0,00;0,00;;;;;;;;;;;0,030;;;0,02;0,17;0,10;;;;;;0,00;8,0;8,0;;1,0;194,0;18,0;7,0;;0,36;0,067;;0,12;;;;;;;;15;;;;;;;;;;;;;;;;;;;;;;;0,00;0,00;;;;;;;;;;;;0,60;;;;;;;;;;;;;;;;0,00;;0,00;;0,06;;0,01;;;;;;;;;0,00;;;0,02;;;;;;;;;;;;;0,10;;0,02;;;;;;;;;;;;;;;;;0,07;0,02;0,12;;;0,21;0,02;0,10;0,0;0,06;16;25;25;4;5;11;8;14;4;19;13;6;14;70;42;16;14;16;;;;;;;;;;;;8,0;6,25;0,70;
Hyldeb�rsaft, sur, koncentreret;Elderberry, juice, concentrated, sugar not added;467;129;31;0,5;0,4;0,5;6,0;6,0;6,0;0,0;0,5;0,0;;0,2;7,2;92,8;0,0;0,0;;0,00;0,00;;;;0,00;0,00;;;;;;;;;;0,20;;;;;;;0,00;8,0;8,0;;;;23,0;;;0,50;;0,10;;;;;0,30;;;;;;;;1,3;;;;;;;;;;;;;;;;;;4,50;0,00;4,50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,03;;0,01;;;;;;;;;;;;0,03;;;;;;;;;;;;;0,16;;0,13;;;;;;;0,00;;;;;;;;;;0,03;0,03;0,29;;;0,35;0,13;0,16;0,0;0,08;21;46;20;10;11;30;38;21;12;25;36;11;22;44;73;27;19;24;;;;;;;;;;;;0,0;6,25;0,70;
Fl�de 13 % (UHT);Cream, 13 % fat (UHT);468;607;147;2,8;2,5;2,7;4,0;4,0;3,7;0,0;13,3;0,0;0,137;0,6;20,7;79,3;117,9;113,0;59;0,18;0,18;;;;0,34;0,34;;;;;0,0;0,036;;;0,19;0,71;0,08;0,05;0,30;1,4;12,0;3,0;0,37;0,5;0,5;;54,8;128,0;99,0;10,0;;0,04;0,007;0,35;0,01;0,05;5,0;;1,30;;;;84;;75;;10,1;;0,2;0,10;1,00;0,00;0,09;;0,00;;0,00;0,00;3,74;0,00;0,00;3,74;;;3,74;0,00;0,00;;;;;;0,00;0,00;0,00;;;;;;;;;0,17;;;;;;0,17;0,45;0,29;0,19;0,41;0,52;;1,47;;3,93;;1,34;;;;;;;0,19;;0,29;;;2,95;;;0,15;;;;;;;;;;0,28;;0,10;;;;;;;;;;;;;;;;;8,61;3,58;0,38;;;12,57;0,10;0,28;45,1;0,44;162;268;250;70;22;140;119;119;38;193;97;79;92;228;558;57;272;158;;;;;;;;;;;;0,0;6,38;0,95;
Fr�l�r, dybfrost;Frog legs, frozen;469;293;69;16,4;;16,4;0,2;0,2;0,0;0,0;0,3;0,0;0,1375;1,1;18;82;0,0;;0;;;;;;;;;;;;0,0;0,140;;;0,25;3,90;1,20;1,20;;;;;;5,0;5,0;;55,0;310,0;18,0;23,0;;1,50;;;;;;;;;;;147;;;;;;;;;;;;;;;;;;;;;;0,00;0,00;0,00;;;;;;0,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,21;;;;2,62;;;;;;;;;162;;;;;;;;;;;;;;;;;;;;;35,0;6,25;0,70;
Peber, chili, konserves;Pepper, hot chili, canned;470;112;26;0,9;0,6;0,9;6,1;4,9;4,9;1,2;0,1;0,0;2,9325;0,4;7,5;92,5;595,8;0,0;7150;0,00;0,00;;;;;;;;;;;0,020;;;0,05;1,00;0,80;0,15;0,03;;10,0;;0,00;68,0;68,0;;1173,0;187,0;7,0;14,0;;0,50;0,101;0,17;0,14;;;;0,30;;;;17;;;;0,4;;;;;;;;;;;;;;;;;;;0,00;0,00;;;;;;;;;;;;1,20;;;;;;0,04;;;;;0,04;;;;;0,00;;0,00;;0,01;;0,00;;;;;;;;;0,00;;;0,01;;;;;;;;;;;;;0,05;;0,00;;;;;;;;;;;;;;;;;0,01;0,01;0,05;;;0,07;0,00;0,05;0,0;0,14;29;48;40;11;17;27;19;33;12;37;43;17;37;130;120;33;39;36;;;;;;;;;;;;0,0;6,25;0,70;
Sesamfr�, afskallede;Sesame seed, decorticated;471;2657;643;22,7;21,5;26,8;13,4;4,6;1,8;8,9;57,4;0,0;0,065;2,72;96,25;3,75;0,0;0,0;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;22,85;0,00;;0,0;0,834;;;0,12;11,62;4,60;0,35;0,35;17,6;115,0;;0,00;0,0;0,0;;26,0;469,4;36,5;347,0;;5,75;1,600;5,75;1,35;6,00;145,5;;55,50;;;;640;;;;0,0;;88,5;0,00;0,00;3,00;0,00;;0,00;0,65;0,00;0,65;0,00;0,00;0,95;0,95;;;1,60;0,00;0,00;;;;;;0,22;;;6,20;1,15;1,50;;;;;;;;;;;;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5,27;0,00;3,02;0,31;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,46;20,92;;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;21,53;;0,16;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;;0,00;8,60;21,37;21,69;0,00;;51,67;0,16;21,53;0,0;4,29;942;1700;689;758;513;1160;939;920;421;1180;3310;639;1190;2170;5010;1290;890;1200;0;;;;;;;;;;;0,0;5,30;0,90;
Jordb�rsaft, sur, koncentreret;Strawberry juice, concentrated, sugar not added;472;146;35;0,5;0,4;0,5;7,0;7,0;7,0;0,0;0,5;0,0;;0,2;8,2;91,8;;;;;;;;;;;;;;;;;;;;0,30;0,20;;;;;;;9,0;9,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5,50;0,00;5,50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,04;;;;;;;;;;;;;;0,07;;;;;;;;;;;;;0,15;;0,14;;;;;;;0,00;;;;;;;;;;0,04;0,07;0,29;;;0,40;0,14;0,15;;0,08;18;30;26;8;3;17;8;17;6;22;30;9;23;73;68;19;18;22;;;;;;;;;;;;0,0;6,25;0,80;1,10
Hindb�rsaft, sur, koncentreret;Raspberry juice, concentrated, sugar not added;473;146;35;0,5;;0,5;7,0;7,0;7,0;0,0;0,5;0,0;;0,2;8,2;91,8;;;;;;;;;;;;;;;;;;;;0,39;0,30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5,50;0,00;5,50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,03;;0,01;;;;;;;;;;;;0,04;;;;;;;;;;;;;0,17;;0,15;;;;;;;;;;;;;;;;;0,04;0,04;0,32;;;0,40;0,15;0,17;;0,08;;;;;;;;;6;;;;;;;;;;;;;;;;;;;;;0,0;6,25;0,80;1,10
Knude, r�;Burbot, raw;474;297;70;16,4;;16,4;0,0;0,0;0,0;0,0;0,5;0,0;0,1875;1,1;18;82;6,0;6,0;0;0,50;0,50;;;;0,85;0,85;;;;;0,0;0,180;;;0,14;2,40;1,50;;;;;;;0,0;0,0;;75,0;270,0;38,0;21,0;500;0,40;0,020;0,53;0,04;7,10;5,0;0,50;20,00;0,1;0,3;10,0;190;50;;400;40,0;190;10,0;8,60;0,00;1,50;0,00;;;;;;0,00;;0,00;0,00;;;0,00;0,00;0,00;;;;;;0,00;;;;;;;;;;;;;;;;;;;;;;0,00;;0,01;;0,19;;0,04;;;;;;;;;;;;;;;;;;;;;;;;;0,00;;0,02;;;;;;;;;;;;;;;;;0,24;0,14;0,02;;;0,40;0,02;0,00;60,0;2,62;;;;;;;;;54;;;;;;;;;;;;;;;;;;;;;85,0;6,25;0,80;
Kulmule, r�;Hake, raw;475;292;69;16,3;;16,3;0,0;0,0;0,0;0,0;0,4;0,0;0,185;1,3;18;82;10,0;;;0,70;;;;;0,39;;;;;;0,0;0,100;;;0,20;3,00;3,00;0,18;;;12,0;;1,30;0,0;0,0;;74,0;365,0;41,0;24,0;;1,00;;0,30;;1,05;;;25,27;;;;142;;;;120,0;;4,0;6,27;77,40;0,01;0,00;;;;;;;;;;;;0,00;0,00;0,00;;;;;;0,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,09;0,08;0,11;;;0,28;0,09;0,01;;2,64;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0;6,25;0,70;
Fl�deskumskage, jordb�rkage;Cream pastry, strawberry cake;476;907;216;2,9;;2,9;33,0;32,3;32,3;0,7;8,2;0,0;;0,6;44,7;55,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7,75;;;;0,46;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0;6,25;0,95;
Dressing, mayonnaise, kalorielet;Salad dressing, mayonnaise, low calorie;477;742;179;1,0;;1,0;13,6;13,6;13,6;0,0;13,4;0,0;1,8075;2;29,9;70,1;3,3;3,3;;;;;;;1,95;1,95;;;;;;;;;;;;;;;;;;;;;723,0;66,0;17,3;5,4;;0,31;;0,24;;;;;;;;;;;;;;;;;;;;;1,30;;1,40;2,70;;0,00;9,40;9,40;;0,00;12,10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,01;;1,41;;0,51;0,09;;0,04;;;;;;0,03;;0,22;3,63;;;0,09;;0,11;;;;;;;;5,75;;0,89;;;;0,02;;;;;;;;;;;;;2,08;4,08;6,65;;;12,81;0,91;5,75;;0,15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0;6,25;0,96;1,00
Lik�r, Curacao;Liqueur, Curacao;478;1243;297;0,0;;0,0;25,5;25,5;26,9;0,0;0,0;27,9;;1;54,4;45,6;0,0;0,0;0;0,00;0,00;;;;0,00;0,00;;;;;0,0;0,000;;;0,00;0,00;0,00;0,00;;;0,0;0,0;0,00;0,0;0,0;;;;;;;;0,019;0,15;;;;;;;;;;;;;;;;;;0,10;1,60;;;;;;;;;;;;26,90;26,90;26,90;;;;;;0,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0;0,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0;6,25;0,80;1,05
Salat, Iceberg, r�;Lettuce, iceberg (incl. crisphead types), raw;479;65;16;0,8;0,7;0,8;3,5;2,4;2,1;1,1;0,1;0,0;0,007075;0,36;4,734117647;95,26588235;12,5;0,0;150;0,00;0,00;;;;0,15;0,15;;;;;112,0;0,044;0,044;;0,03;0,34;0,23;0,04;0,07;1,4;89,0;;0,00;5,5;5,0;0,5;2,8;186,0;15,5;7,3;;0,27;0,012;0,16;0,08;0,00;;;0,00;;;;22;;;;1,0;;0,3;0,00;0,00;0,51;0,06;;1,13;;1,02;2,15;;;0,00;;;;2,15;0,00;0,00;;;;;;;;;;;;;;;;;;0,33;;;;;0,33;0,00;0,00;0,00;0,00;0,00;;0,00;;0,01;;0,00;;;;;;;;;0,00;;;0,00;;;0,00;;0,00;;;;;;;;0,02;;0,04;;0,00;;;;;0,00;0,00;;;;0,00;;0,00;;;0,01;0,00;0,05;;;0,07;0,04;0,02;0,0;0,13;60;56;60;11;11;40;23;42;6;50;50;15;40;101;129;41;35;28;;;;;;;;;;;;10,0;6,25;0,70;
Havregryn, ikke beriget;Oats, rolled, not enriched;480;1541;366;13,3;12,0;14,2;68,3;58,0;57,0;10,3;6,7;0,0;0,01;2,251818182;90,5;9,5;0,0;0,0;0;0,00;0,00;;;;0,75;0,75;;;;2,40;0,0;0,387;;;0,13;3,07;0,80;0,13;1,50;19,0;47,2;;0,00;0,0;0,0;;4,0;400,0;53,0;117,0;;3,76;;3,00;5,80;2,50;10,0;;1,10;;;;411;;;;0,5;;121,1;0,20;4,50;4,10;3,90;;0,00;;0,00;0,00;0,00;0,00;1,03;1,03;;;1,03;0,00;0,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6,29;;;0,0;2,28;569;1024;592;228;387;751;433;478;184;842;911;319;706;1184;3005;774;751;774;;;;;;;;;;;;0,0;5,83;0,94;0,34
Ribssaft, sur, koncentreret;Currant, red, juice, concentrated, sugar not added;481;163;39;0,5;;0,5;8,0;8,0;8,0;0,0;0,5;0,0;;0,2;9,2;90,8;;;;;;;;;0,00;0,00;;;;;;;;;;0,47;0,20;;;;;;;;;;;;15,6;;;;;;;;;;;;;;19;;;;;;;;;;;;;;;;;;;;;;5,50;0,00;5,50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,09;;0,02;;;;;;;;;0,01;;;0,07;;;;;;;;;;;;;0,12;;0,09;;;;;;;0,00;;;;;;;;;;0,11;0,08;0,21;;;0,40;0,09;0,12;;0,08;18;30;26;8;3;17;8;17;16;22;30;9;23;73;68;19;18;22;;;;;;;;;;;;0,0;6,25;0,80;1,10
Jordb�r, dybfrost, sukrede;Strawberries, frozen, sweetened, whole;482;355;84;0,5;0,4;0,5;20,9;19,0;19,0;1,9;0,2;0,0;0,0025;0,3;21,95;78,05;1,5;0,0;18;0,00;0,00;;;;0,20;0,20;;;;;20,0;0,015;;;0,08;0,40;0,29;0,03;0,11;;117,0;;0,00;39,5;39,5;;1,0;98,0;11,0;6,0;;0,47;0,019;0,05;0,25;1,00;0,0;;0,00;;;;12;;;;;;5,0;;;;;;;;;;;;;;;;;13,10;13,10;;;;;;0,00;;;;;;;;;;;;;;;;;;;;;;;;;;0,02;;;;;;;;;;;;;;0,03;;;;;;;;;;;;;0,06;;0,06;;;;;;;0,00;;;;;;;;;;0,02;0,03;0,12;;;0,16;0,06;0,06;0,0;0,08;19;31;27;8;3;17;8;17;6;22;32;9;24;76;71;20;18;23;;;;;;;;;;;;0,0;6,25;0,80;
